orgao;uniorcam;funcao;subfuncao;programa;projativ;rubrica;rubrica_f;rv;empenhado_1bim;empenhado_2bim;empenhado_3bim;empenhado_4bim;empenhado_5bim;empenhado_6bim;liquidado_1bim;liquidado_2bim;liquidado_3bim;liquidado_4bim;liquidado_5bim;liquidado_6bim;pago_1bim;pago_2bim;pago_3bim;pago_4bim;pago_5bim;pago_6bim
8;801;10;305;7;2073;339030160000000;"33 90 30 16 00 00 00";40;510,00;1.125,63;1.590,00;4,80;0,00;-17,97;0,00;1.235,66;692,00;310,00;964,80;10,00;0,00;1.235,66;692,00;310,00;964,80;10,00
8;801;10;305;7;2073;339030280000000;"33 90 30 28 00 00 00";40;0,00;0,00;167,40;0,00;0,00;0,00;0,00;0,00;167,40;0,00;0,00;0,00;0,00;0,00;167,40;0,00;0,00;0,00
8;801;10;305;7;2073;339030230000000;"33 90 30 23 00 00 00";40;0,00;0,00;0,00;456,00;362,00;-152,28;0,00;0,00;0,00;0,00;818,00;-152,28;0,00;0,00;0,00;0,00;818,00;-152,28
8;801;10;305;7;2073;339030170000000;"33 90 30 17 00 00 00";40;0,00;1.674,00;0,00;0,00;0,00;0,00;0,00;270,00;222,50;0,00;1.181,50;0,00;0,00;270,00;222,50;0,00;1.181,50;0,00
8;801;10;305;7;2073;339030440000000;"33 90 30 44 00 00 00";40;0,00;0,00;0,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;40,00;0,00
8;801;10;305;7;2073;339030010000000;"33 90 30 01 00 00 00";4710;0,00;0,00;0,00;0,00;0,00;4.911,34;0,00;0,00;0,00;0,00;0,00;4.911,34;0,00;0,00;0,00;0,00;0,00;4.911,34
8;801;10;305;7;2073;339030160000000;"33 90 30 16 00 00 00";4720;0,00;3.480,00;390,00;0,00;0,00;0,00;0,00;0,00;3.480,00;0,00;390,00;0,00;0,00;0,00;3.480,00;0,00;390,00;0,00
8;801;10;305;7;2073;339030280000000;"33 90 30 28 00 00 00";4720;0,00;1.470,00;1.509,00;0,00;0,00;0,00;0,00;1.470,00;1.509,00;0,00;0,00;0,00;0,00;1.470,00;1.509,00;0,00;0,00;0,00
8;801;10;305;7;2073;339030220000000;"33 90 30 22 00 00 00";4720;0,00;2.367,00;0,00;0,00;0,00;0,00;0,00;0,00;2.367,00;0,00;0,00;0,00;0,00;0,00;2.367,00;0,00;0,00;0,00
8;801;10;305;7;2073;339030190000000;"33 90 30 19 00 00 00";4720;0,00;0,00;0,00;0,00;110,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00
8;801;10;305;7;2073;339030390000000;"33 90 30 39 00 00 00";4720;0,00;0,00;0,00;0,00;286,70;0,00;0,00;0,00;0,00;0,00;286,70;0,00;0,00;0,00;0,00;0,00;286,70;0,00
8;801;10;305;7;2073;339030230000000;"33 90 30 23 00 00 00";4720;0,00;0,00;330,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;330,00;0,00;0,00;0,00;0,00;0,00;330,00;0,00
8;801;10;305;7;2073;339030110000000;"33 90 30 11 00 00 00";4720;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;200,00
8;801;10;305;7;2073;339039580100000;"33 90 39 58 01 00 00";40;2.400,00;0,00;0,00;0,00;0,00;-364,82;399,44;294,87;324,72;489,24;175,10;351,81;399,44;294,87;324,72;301,00;363,34;351,81
8;801;10;305;7;2073;339039190000000;"33 90 39 19 00 00 00";40;0,00;0,00;0,00;0,00;0,00;1.150,50;0,00;0,00;0,00;0,00;0,00;1.150,50;0,00;0,00;0,00;0,00;0,00;1.150,50
8;801;10;305;7;2073;339039160000000;"33 90 39 16 00 00 00";40;0,00;0,00;0,00;0,00;150,00;0,00;0,00;0,00;0,00;0,00;0,00;150,00;0,00;0,00;0,00;0,00;0,00;150,00
8;801;10;305;7;2073;339039190000000;"33 90 39 19 00 00 00";4710;0,00;0,00;0,00;0,00;285,00;0,00;0,00;0,00;0,00;0,00;285,00;0,00;0,00;0,00;0,00;0,00;285,00;0,00
8;801;10;305;7;2073;339046010000000;"33 90 46 01 00 00 00";40;4.370,10;1.633,80;1.986,60;2.049,60;1.999,20;2.024,40;4.370,10;1.633,80;1.986,60;2.049,60;1.999,20;2.024,40;3.696,00;1.320,90;2.011,80;1.974,00;2.049,60;3.011,40
8;801;10;305;7;2073;449052830000000;"44 90 52 83 00 00 00";40;0,00;0,00;172,00;0,00;0,00;0,00;0,00;0,00;0,00;172,00;0,00;0,00;0,00;0,00;0,00;172,00;0,00;0,00
8;801;10;305;7;2073;449052340000000;"44 90 52 34 00 00 00";40;0,00;0,00;0,00;0,00;818,00;0,00;0,00;0,00;0,00;0,00;818,00;0,00;0,00;0,00;0,00;0,00;818,00;0,00
8;801;10;785;8;2074;319011010100000;"31 90 11 01 01 00 00";40;19.844,80;19.844,80;18.374,75;20.069,49;19.399,65;17.401,26;19.844,80;19.844,80;18.374,75;20.069,49;19.399,65;17.401,26;19.844,80;19.844,80;18.374,75;20.069,49;19.399,65;17.401,26
8;801;10;785;8;2074;319011100000000;"31 90 11 10 00 00 00";40;3.864,80;3.864,80;3.490,40;3.979,14;3.892,38;3.399,04;3.864,80;3.864,80;3.490,40;3.979,14;3.892,38;3.399,04;3.864,80;3.864,80;3.490,40;3.979,14;3.892,38;3.399,04
8;801;10;785;8;2074;319011370000000;"31 90 11 37 00 00 00";40;2.349,19;2.403,31;2.173,37;2.513,93;2.510,96;2.140,95;2.349,19;2.403,31;2.173,37;2.513,93;2.510,96;2.140,95;2.349,19;2.403,31;2.173,37;2.513,93;2.510,96;2.140,95
8;801;10;785;8;2074;319011450000000;"31 90 11 45 00 00 00";40;3.007,11;1.255,13;0,00;0,00;0,00;196,72;3.007,11;1.255,13;0,00;0,00;0,00;196,72;3.007,11;1.255,13;0,00;0,00;0,00;196,72
8;801;10;785;8;2074;319011470000000;"31 90 11 47 00 00 00";40;0,00;0,00;4.111,26;0,00;0,00;0,00;0,00;0,00;4.111,26;0,00;0,00;0,00;0,00;0,00;4.111,26;0,00;0,00;0,00
8;801;10;785;8;2074;319011430000000;"31 90 11 43 00 00 00";40;0,00;0,00;0,00;0,00;0,00;15.054,79;0,00;0,00;0,00;0,00;0,00;15.054,79;0,00;0,00;0,00;0,00;0,00;15.054,79
8;801;10;785;8;2074;319016440100000;"31 90 16 44 01 00 00";40;4.283,98;3.328,58;3.763,25;4.722,60;5.270,28;5.470,66;4.283,98;3.328,58;3.763,25;4.722,60;5.270,28;5.470,66;4.283,98;3.328,58;3.763,25;4.722,60;5.270,28;5.470,66
8;801;10;785;8;2074;319016440400000;"31 90 16 44 04 00 00";40;5.723,02;4.878,24;4.791,90;5.739,97;5.619,34;4.964,32;5.723,02;4.878,24;4.791,90;5.739,97;5.619,34;4.964,32;5.723,02;4.878,24;4.791,90;5.739,97;5.619,34;4.964,32
8;801;10;785;8;2074;319113030100000;"31 91 13 03 01 00 00";40;4.453,70;4.188,81;4.131,64;4.000,45;3.766,09;5.475,30;4.453,70;4.188,81;4.131,64;4.000,45;3.766,09;5.475,30;2.167,58;4.380,22;4.146,48;4.176,01;3.791,63;7.354,07
8;801;10;785;8;2074;339014140000000;"33 90 14 14 00 00 00";40;36.730,45;699,87;6.143,90;11.130,28;15.453,14;-1.245,80;10.343,11;9.353,10;7.994,09;14.253,83;14.035,44;12.932,27;6.480,96;12.165,31;8.613,43;13.688,68;12.313,01;15.650,45
8;801;10;785;8;2074;339030390000000;"33 90 30 39 00 00 00";40;28.786,24;27.018,20;20.401,46;9.270,55;12.867,20;-3.034,60;7.167,32;28.191,76;15.306,61;21.492,26;9.534,70;13.616,40;489,90;34.869,18;5.695,57;31.103,30;8.053,70;15.097,40
8;801;10;785;8;2074;339030010000000;"33 90 30 01 00 00 00";40;34.116,50;30.372,50;23.015,25;2.940,43;16.248,98;27.031,72;5.501,98;27.420,75;20.554,59;24.091,54;21.214,95;34.941,57;0,00;32.922,73;20.554,59;24.091,54;21.214,95;34.941,57
8;801;10;785;8;2074;339030160000000;"33 90 30 16 00 00 00";40;0,00;0,00;116,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;116,00;0,00;0,00;0,00;0,00;0,00;116,00;0,00
8;801;10;785;8;2074;339033960000000;"33 90 33 96 00 00 00";40;9.200,00;6.900,00;2.300,00;2.300,00;2.395,68;793,00;9.200,00;6.900,00;2.300,00;2.300,00;2.395,68;793,00;9.200,00;4.600,00;4.600,00;2.300,00;2.395,68;793,00
8;801;10;785;8;2074;339033010000000;"33 90 33 01 00 00 00";40;30.717,00;0,00;0,00;0,00;0,00;-102,36;10.182,00;0,00;10.182,00;0,00;0,00;10.250,64;10.182,00;0,00;10.182,00;0,00;0,00;10.250,64
8;801;10;785;8;2074;339039990400000;"33 90 39 99 04 00 00";40;0,00;556,39;585,70;0,00;423,63;0,00;0,00;556,39;585,70;0,00;423,63;0,00;0,00;556,39;585,70;0,00;423,63;0,00
8;801;10;785;8;2074;339039480000000;"33 90 39 48 00 00 00";40;0,00;527,00;200,00;250,00;0,00;-250,00;0,00;527,00;0,00;200,00;0,00;0,00;0,00;527,00;0,00;200,00;0,00;0,00
8;801;10;785;8;2074;339039190000000;"33 90 39 19 00 00 00";40;12.130,00;9.845,00;5.898,60;3.645,00;5.153,00;945,50;1.900,00;7.601,00;5.512,60;6.801,00;4.979,50;10.823,00;400,00;9.101,00;2.694,00;9.619,60;4.239,50;11.563,00
8;801;10;785;8;2074;339039990700000;"33 90 39 99 07 00 00";40;1.404,00;10.826,00;23.216,00;0,00;0,00;-10.096,25;0,00;9.710,00;7.476,00;5.623,75;0,00;2.540,00;0,00;9.710,00;7.476,00;5.623,75;0,00;2.540,00
8;801;10;785;8;2074;339039690000000;"33 90 39 69 00 00 00";40;0,00;8.057,72;0,00;3.260,00;0,00;5.094,59;0,00;426,10;7.631,62;0,00;3.260,00;5.094,59;0,00;426,10;7.631,62;0,00;3.260,00;5.094,59
8;801;10;785;8;2074;339046010000000;"33 90 46 01 00 00 00";40;2.984,10;2.656,50;3.160,50;3.536,40;3.586,80;3.299,10;2.984,10;2.656,50;3.160,50;3.536,40;3.586,80;3.299,10;1.598,10;2.696,40;2.858,10;3.347,40;3.612,00;5.111,40
8;801;10;785;8;2074;339093050000000;"33 90 93 05 00 00 00";40;0,00;0,00;50,00;0,00;0,00;0,00;0,00;0,00;50,00;0,00;0,00;0,00;0,00;0,00;50,00;0,00;0,00;0,00
9;902;8;122;11;2075;319004150100000;"31 90 04 15 01 00 00";1;1.056,23;1.267,50;1.267,48;728,79;0,00;0,00;1.056,23;1.267,50;1.267,48;728,79;0,00;0,00;603,56;1.086,43;1.267,48;1.362,53;0,00;0,00
9;902;8;122;11;2075;319004999900000;"31 90 04 99 99 00 00";1;5.029,67;3.017,80;0,00;0,00;0,00;0,00;5.029,67;3.017,80;0,00;0,00;0,00;0,00;5.029,67;3.017,80;0,00;0,00;0,00;0,00
9;902;8;122;11;2075;319004999900000;"31 90 04 99 99 00 00";1064;0,00;0,00;6.035,60;7.829,51;0,00;0,00;0,00;0,00;6.035,60;7.829,51;0,00;0,00;0,00;0,00;6.035,60;7.829,51;0,00;0,00
9;902;8;122;11;2075;319011010100000;"31 90 11 01 01 00 00";1;32.038,97;25.487,12;19.223,55;19.370,30;19.185,86;27.142,03;32.038,97;25.487,12;19.223,55;19.370,30;19.185,86;27.142,03;32.038,97;25.487,12;19.223,55;19.370,30;19.185,86;27.142,03
9;902;8;122;11;2075;319011740000000;"31 90 11 74 00 00 00";1;3.783,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;3.783,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;3.783,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00
9;902;8;122;11;2075;319011370000000;"31 90 11 37 00 00 00";1;1.519,65;1.439,14;1.231,98;1.258,91;1.288,87;1.482,33;1.519,65;1.439,14;1.231,98;1.258,91;1.288,87;1.482,33;1.519,65;1.439,14;1.231,98;1.258,91;1.288,87;1.482,33
9;902;8;122;11;2075;319011450000000;"31 90 11 45 00 00 00";1;5.797,12;0,00;1.049,49;0,00;0,00;0,00;5.797,12;0,00;1.049,49;0,00;0,00;0,00;5.797,12;0,00;1.049,49;0,00;0,00;0,00
9;902;8;122;11;2075;319011470000000;"31 90 11 47 00 00 00";1;0,00;1.120,47;0,00;0,00;0,00;0,00;0,00;1.120,47;0,00;0,00;0,00;0,00;0,00;0,00;1.120,47;0,00;0,00;0,00
9;902;8;122;11;2075;319011430000000;"31 90 11 43 00 00 00";1;0,00;0,00;0,00;0,00;0,00;15.361,40;0,00;0,00;0,00;0,00;0,00;15.361,40;0,00;0,00;0,00;0,00;0,00;15.361,40
9;902;8;122;11;2075;319011010100000;"31 90 11 01 01 00 00";1064;0,00;0,00;3.322,62;10.975,27;14.202,36;8.639,84;0,00;0,00;3.322,62;10.975,27;14.202,36;8.639,84;0,00;0,00;3.322,62;10.975,27;14.202,36;8.639,84
9;902;8;122;11;2075;319011370000000;"31 90 11 37 00 00 00";1064;0,00;0,00;232,58;465,16;486,28;0,00;0,00;0,00;232,58;465,16;486,28;0,00;0,00;0,00;232,58;465,16;486,28;0,00
9;902;8;122;11;2075;319011430000000;"31 90 11 43 00 00 00";1064;0,00;0,00;0,00;0,00;0,00;5.136,71;0,00;0,00;0,00;0,00;0,00;5.136,71;0,00;0,00;0,00;0,00;0,00;5.136,71
9;902;8;122;11;2075;319011330000000;"31 90 11 33 00 00 00";1064;0,00;0,00;0,00;0,00;0,00;253,70;0,00;0,00;0,00;0,00;0,00;253,70;0,00;0,00;0,00;0,00;0,00;253,70
9;902;8;122;11;2075;319013020100000;"31 90 13 02 01 00 00";1;3.799,45;3.351,00;2.953,81;2.689,34;2.689,32;4.033,99;3.799,45;3.351,00;2.953,81;2.689,34;2.689,32;4.033,99;1.940,33;3.534,62;3.284,66;2.689,32;2.689,33;5.378,65
9;902;8;122;11;2075;319013990100000;"31 90 13 99 01 00 00";1;0,00;0,00;0,00;0,00;0,00;646,80;0,00;0,00;0,00;0,00;0,00;646,80;0,00;0,00;0,00;0,00;0,00;646,80
9;902;8;122;11;2075;319016440100000;"31 90 16 44 01 00 00";1;0,00;0,00;5,15;128,67;261,62;120,76;0,00;0,00;5,15;128,67;261,62;120,76;0,00;0,00;5,15;128,67;261,62;120,76
9;902;8;122;11;2075;319113030100000;"31 91 13 03 01 00 00";1;3.908,22;3.440,74;3.430,98;4.075,83;4.499,01;7.237,58;3.908,22;3.440,74;3.430,98;4.075,83;4.499,01;7.237,58;2.202,63;3.430,85;3.430,97;3.647,91;4.286,78;9.593,22
9;902;8;122;11;2075;339014140000000;"33 90 14 14 00 00 00";1;269,08;608,56;87,49;0,00;121,14;1.211,04;269,08;608,56;87,49;0,00;121,14;1.211,04;269,08;608,56;87,49;0,00;121,14;1.211,04
9;902;8;122;11;2075;339014140000000;"33 90 14 14 00 00 00";1067;0,00;538,16;1.451,00;0,00;269,08;0,00;0,00;538,16;1.451,00;0,00;269,08;0,00;0,00;538,16;1.451,00;0,00;269,08;0,00
9;902;8;122;11;2075;339030250000000;"33 90 30 25 00 00 00";1;0,00;0,00;130,00;0,00;0,00;120,00;0,00;0,00;130,00;0,00;0,00;120,00;0,00;0,00;130,00;0,00;0,00;120,00
9;902;8;122;11;2075;339030240000000;"33 90 30 24 00 00 00";1;0,00;0,00;0,00;0,00;0,00;550,00;0,00;0,00;0,00;0,00;0,00;550,00;0,00;0,00;0,00;0,00;0,00;550,00
9;902;8;122;11;2075;339030040000000;"33 90 30 04 00 00 00";1;2.028,00;-510,00;510,00;0,00;0,00;-207,00;0,00;69,00;138,00;717,00;276,00;621,00;0,00;69,00;138,00;717,00;276,00;621,00
9;902;8;122;11;2075;339030160000000;"33 90 30 16 00 00 00";1;0,00;0,00;108,00;17,40;555,00;0,00;0,00;0,00;0,00;108,00;572,40;0,00;0,00;0,00;0,00;108,00;572,40;0,00
9;902;8;122;11;2075;339030310000000;"33 90 30 31 00 00 00";1;0,00;0,00;0,00;190,00;0,00;0,00;0,00;0,00;0,00;190,00;0,00;0,00;0,00;0,00;0,00;190,00;0,00;0,00
9;902;8;122;11;2075;339030390000000;"33 90 30 39 00 00 00";1;0,00;0,00;0,00;0,00;70,00;40,00;0,00;0,00;0,00;0,00;70,00;40,00;0,00;0,00;0,00;0,00;70,00;40,00
9;902;8;122;11;2075;339030160000000;"33 90 30 16 00 00 00";1067;0,00;0,00;1.000,00;3.685,80;0,00;0,00;0,00;0,00;1.000,00;0,00;3.531,47;154,33;0,00;0,00;0,00;1.000,00;396,35;3.289,45
9;902;8;122;11;2075;339030170000000;"33 90 30 17 00 00 00";1067;0,00;1.598,40;103,00;0,00;0,00;0,00;0,00;0,00;103,00;1.188,90;409,50;0,00;0,00;0,00;0,00;1.291,90;409,50;0,00
9;902;8;122;11;2075;339030240000000;"33 90 30 24 00 00 00";1067;0,00;0,00;0,00;0,00;0,00;272,00;0,00;0,00;0,00;0,00;0,00;272,00;0,00;0,00;0,00;0,00;0,00;272,00
9;902;8;122;11;2075;339030390000000;"33 90 30 39 00 00 00";1067;0,00;0,00;0,00;0,00;0,00;240,00;0,00;0,00;0,00;0,00;0,00;240,00;0,00;0,00;0,00;0,00;0,00;240,00
9;902;8;122;11;2075;339033010000000;"33 90 33 01 00 00 00";1;0,00;188,90;0,00;0,00;0,00;471,45;0,00;188,90;0,00;0,00;0,00;471,45;0,00;188,90;0,00;0,00;0,00;471,45
9;902;8;122;11;2075;339033990000000;"33 90 33 99 00 00 00";1;0,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;0,00;0,00
9;902;8;122;11;2075;339033010000000;"33 90 33 01 00 00 00";1067;0,00;296,95;338,90;0,00;447,10;0,00;0,00;296,95;338,90;0,00;447,10;0,00;0,00;296,95;338,90;0,00;447,10;0,00
9;902;8;122;11;2075;339039430000000;"33 90 39 43 00 00 00";1;8.160,00;0,00;0,00;0,00;0,00;-2.639,98;401,61;759,03;815,88;1.590,67;576,60;1.376,23;401,61;759,03;815,88;960,48;1.206,79;1.376,23
9;902;8;122;11;2075;339039440000000;"33 90 39 44 00 00 00";1;1.680,00;0,00;0,00;0,00;0,00;56,11;197,28;187,68;265,12;382,53;313,76;389,74;197,28;187,68;265,12;382,53;313,76;389,74
9;902;8;122;11;2075;339039580100000;"33 90 39 58 01 00 00";1;5.040,00;0,00;0,00;0,00;0,00;-1.004,72;916,21;743,63;910,92;752,60;225,16;486,76;916,21;743,63;910,92;487,88;489,88;486,76
9;902;8;122;11;2075;339039580200000;"33 90 39 58 02 00 00";1;7.604,04;0,00;1.111,86;0,00;0,00;22,73;1.267,34;1.267,34;1.267,34;1.823,27;1.462,48;1.650,86;1.267,34;1.267,34;1.267,34;1.637,96;1.647,79;1.650,86
9;902;8;122;11;2075;339039690000000;"33 90 39 69 00 00 00";1;0,00;45,55;0,00;1.690,00;0,00;0,00;0,00;45,55;0,00;1.690,00;0,00;0,00;0,00;45,55;0,00;1.690,00;0,00;0,00
9;902;8;122;11;2075;339039480000000;"33 90 39 48 00 00 00";1;0,00;0,00;0,00;166,67;377,00;354,38;0,00;0,00;0,00;0,00;166,67;731,38;0,00;0,00;0,00;0,00;166,67;731,38
9;902;8;122;11;2075;339039050000000;"33 90 39 05 00 00 00";1;0,00;160,00;0,00;0,00;0,00;-160,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9;902;8;122;11;2075;339039190000000;"33 90 39 19 00 00 00";1;0,00;0,00;0,00;0,00;0,00;300,00;0,00;0,00;0,00;0,00;0,00;300,00;0,00;0,00;0,00;0,00;0,00;300,00
9;902;8;122;11;2075;339039480000000;"33 90 39 48 00 00 00";1067;0,00;496,00;590,00;0,00;0,00;0,00;0,00;496,00;590,00;0,00;0,00;0,00;0,00;496,00;590,00;0,00;0,00;0,00
9;902;8;122;11;2075;339039050000000;"33 90 39 05 00 00 00";1067;0,00;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;150,00;0,00;0,00;0,00;0,00;0,00;150,00
9;902;8;122;11;2075;339039950000000;"33 90 39 95 00 00 00";1067;0,00;0,00;0,00;0,00;120,00;0,00;0,00;0,00;0,00;0,00;120,00;0,00;0,00;0,00;0,00;0,00;120,00;0,00
9;902;8;122;11;2075;339039160000000;"33 90 39 16 00 00 00";1067;0,00;0,00;0,00;0,00;0,00;180,00;0,00;0,00;0,00;0,00;0,00;180,00;0,00;0,00;0,00;0,00;0,00;180,00
9;902;8;122;11;2075;339039190000000;"33 90 39 19 00 00 00";1067;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;200,00
9;902;8;122;11;2075;339046010000000;"33 90 46 01 00 00 00";1;3.801,00;4.668,63;4.922,40;4.834,20;4.773,30;5.758,20;3.801,00;4.668,63;4.922,40;4.834,20;4.773,30;5.758,20;2.396,10;3.462,90;5.359,53;4.685,10;4.571,70;8.282,40
9;902;8;122;11;2075;449052340000000;"44 90 52 34 00 00 00";1067;0,00;0,00;1.395,00;0,00;0,00;0,00;0,00;0,00;545,00;850,00;0,00;0,00;0,00;0,00;0,00;1.395,00;0,00;0,00
9;902;8;122;11;2075;449052060000000;"44 90 52 06 00 00 00";1067;0,00;0,00;672,00;0,00;0,00;0,00;0,00;0,00;672,00;0,00;0,00;0,00;0,00;0,00;0,00;672,00;0,00;0,00
9;902;8;122;11;2075;449052420000000;"44 90 52 42 00 00 00";1067;0,00;0,00;1.930,00;0,00;0,00;0,00;0,00;0,00;0,00;1.930,00;0,00;0,00;0,00;0,00;0,00;1.930,00;0,00;0,00
9;902;8;122;11;2075;449052350000000;"44 90 52 35 00 00 00";1067;0,00;0,00;0,00;2.399,00;0,00;0,00;0,00;0,00;0,00;2.399,00;0,00;0,00;0,00;0,00;0,00;2.399,00;0,00;0,00
9;902;8;241;11;2076;339030150000000;"33 90 30 15 00 00 00";1;0,00;0,00;0,00;0,00;151,50;0,00;0,00;0,00;0,00;0,00;0,00;151,50;0,00;0,00;0,00;0,00;0,00;151,50
9;902;8;241;11;2076;339030079900000;"33 90 30 07 99 00 00";1021;0,00;24.041,42;337,50;5.144,72;-58,11;-5.462,46;0,00;5.044,31;2.740,99;5.484,55;5.381,71;5.351,51;0,00;1.799,07;5.986,23;5.382,65;5.483,61;5.351,51
9;902;8;241;11;2076;339030110000000;"33 90 30 11 00 00 00";1021;0,00;0,00;0,00;281,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;281,20;0,00;0,00;0,00;0,00;0,00;281,20
9;902;8;241;11;2076;339030210000000;"33 90 30 21 00 00 00";1021;0,00;0,00;0,00;57,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57,00;0,00;0,00;0,00;0,00;0,00;57,00
9;902;8;241;11;2076;339030160000000;"33 90 30 16 00 00 00";1021;0,00;0,00;0,00;0,00;0,00;400,00;0,00;0,00;0,00;0,00;0,00;400,00;0,00;0,00;0,00;0,00;0,00;400,00
9;902;8;241;11;2076;339030079900000;"33 90 30 07 99 00 00";1064;0,00;0,00;0,00;6.425,93;0,00;-14,70;0,00;0,00;0,00;0,00;229,00;6.182,23;0,00;0,00;0,00;0,00;229,00;6.182,23
9;902;8;241;11;2076;339030210000000;"33 90 30 21 00 00 00";1064;0,00;275,00;0,00;26,75;0,00;-26,75;0,00;275,00;0,00;0,00;0,00;0,00;0,00;275,00;0,00;0,00;0,00;0,00
9;902;8;241;11;2076;339030220000000;"33 90 30 22 00 00 00";1064;0,00;3.419,52;0,00;0,00;0,00;0,00;0,00;2.664,52;755,00;0,00;0,00;0,00;0,00;2.664,52;755,00;0,00;0,00;0,00
9;902;8;241;11;2076;339030160000000;"33 90 30 16 00 00 00";1064;0,00;2.900,81;0,00;0,00;0,00;0,00;0,00;18,98;2.030,93;850,90;0,00;0,00;0,00;18,98;2.030,93;850,90;0,00;0,00
9;902;8;241;11;2076;339039530000000;"33 90 39 53 00 00 00";1;11.448,00;0,00;-132,00;132,00;0,00;0,00;965,00;1.930,00;1.875,00;1.908,00;1.908,00;2.862,00;965,00;1.930,00;1.875,00;1.908,00;1.908,00;2.862,00
9;902;8;241;11;2076;339039050000000;"33 90 39 05 00 00 00";1021;0,00;261,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;261,00;0,00;0,00;0,00;0,00;0,00;261,00
9;902;8;241;11;2076;339039230000000;"33 90 39 23 00 00 00";1021;0,00;0,00;0,00;0,00;1.450,00;0,00;0,00;0,00;0,00;0,00;1.450,00;0,00;0,00;0,00;0,00;0,00;1.450,00;0,00
9;902;8;241;11;2076;339039990700000;"33 90 39 99 07 00 00";1021;0,00;1.190,00;0,00;0,00;0,00;0,00;0,00;1.190,00;0,00;0,00;0,00;0,00;0,00;1.190,00;0,00;0,00;0,00;0,00
9;902;8;241;11;2077;339030240000000;"33 90 30 24 00 00 00";1;0,00;0,00;0,00;338,50;0,00;0,00;0,00;0,00;0,00;338,50;0,00;0,00;0,00;0,00;0,00;0,00;338,50;0,00
9;902;8;241;11;2077;339039430000000;"33 90 39 43 00 00 00";1;7.020,00;0,00;0,00;0,00;0,00;-1.628,93;541,11;840,71;1.008,75;947,06;342,94;1.710,50;541,11;840,71;1.008,75;618,83;671,17;1.710,50
9;902;8;241;11;2077;339039440000000;"33 90 39 44 00 00 00";1;456,00;0,00;0,00;0,00;0,00;64,44;24,84;85,38;113,43;83,97;71,58;141,24;24,84;85,38;113,43;83,97;71,58;141,24
9;902;8;241;11;2077;339039160000000;"33 90 39 16 00 00 00";1;0,00;0,00;0,00;292,00;0,00;0,00;0,00;0,00;0,00;292,00;0,00;0,00;0,00;0,00;0,00;292,00;0,00;0,00
9;902;8;242;11;2078;339039050000000;"33 90 39 05 00 00 00";1;0,00;0,00;0,00;3.500,00;0,00;-2.500,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00
9;902;8;243;11;2079;339030079900000;"33 90 30 07 99 00 00";1021;0,00;6.172,64;0,00;0,00;0,00;-1.518,28;0,00;548,94;558,49;330,89;1.980,54;1.235,50;0,00;151,32;634,79;564,59;2.068,16;1.235,50
9;902;8;243;11;2079;339030160000000;"33 90 30 16 00 00 00";1021;0,00;7.156,95;0,00;0,00;0,00;-3.036,00;0,00;1.289,27;1.842,28;989,40;0,00;0,00;0,00;1.289,27;1.842,28;989,40;0,00;0,00
9;902;8;243;11;2079;339030220000000;"33 90 30 22 00 00 00";1064;0,00;2.984,95;0,00;0,00;0,00;0,00;0,00;2.470,95;514,00;0,00;0,00;0,00;0,00;2.470,95;514,00;0,00;0,00;0,00
9;902;8;243;11;2079;339030210000000;"33 90 30 21 00 00 00";1064;0,00;545,00;0,00;0,00;0,00;0,00;0,00;545,00;0,00;0,00;0,00;0,00;0,00;545,00;0,00;0,00;0,00;0,00
9;902;8;243;11;2079;339030079900000;"33 90 30 07 99 00 00";1064;0,00;3.468,40;0,00;0,00;0,00;-793,99;0,00;619,66;496,89;324,62;402,16;831,08;0,00;603,36;451,39;324,22;464,36;831,08
9;902;8;243;11;2079;339039530000000;"33 90 39 53 00 00 00";1;25.333,33;0,00;-14.320,00;0,00;0,00;0,00;4.913,33;2.980,00;3.120,00;0,00;0,00;0,00;3.733,33;4.160,00;3.120,00;0,00;0,00;0,00
