orgao;uniorcam;funcao;subfuncao;programa;projativ;rubrica;rubrica_f;rv;empenhado_1bim;empenhado_2bim;empenhado_3bim;empenhado_4bim;empenhado_5bim;empenhado_6bim;liquidado_1bim;liquidado_2bim;liquidado_3bim;liquidado_4bim;liquidado_5bim;liquidado_6bim;pago_1bim;pago_2bim;pago_3bim;pago_4bim;pago_5bim;pago_6bim
9;902;8;243;11;2079;339039500000000;"33 90 39 50 00 00 00";1;0,00;0,00;12.400,00;-50,00;0,00;200,00;0,00;0,00;0,00;4.850,00;3.000,00;4.500,00;0,00;0,00;0,00;4.850,00;3.000,00;4.500,00
9;902;8;243;11;2079;339039140000000;"33 90 39 14 00 00 00";1021;0,00;620,00;0,00;0,00;0,00;0,00;0,00;620,00;0,00;0,00;0,00;0,00;0,00;620,00;0,00;0,00;0,00;0,00
9;902;8;243;11;2079;339039990900000;"33 90 39 99 09 00 00";1021;0,00;0,00;0,00;0,00;0,00;2.200,00;0,00;0,00;0,00;0,00;0,00;2.200,00;0,00;0,00;0,00;0,00;0,00;2.200,00
9;902;8;243;11;2079;339039990700000;"33 90 39 99 07 00 00";1021;0,00;0,00;0,00;0,00;0,00;700,00;0,00;0,00;0,00;0,00;0,00;700,00;0,00;0,00;0,00;0,00;0,00;700,00
9;902;8;243;11;2079;339039050000000;"33 90 39 05 00 00 00";1021;0,00;0,00;0,00;8.000,00;0,00;2.500,00;0,00;0,00;0,00;0,00;3.500,00;7.000,00;0,00;0,00;0,00;0,00;3.500,00;7.000,00
9;902;8;243;11;2079;339039140000000;"33 90 39 14 00 00 00";1064;0,00;0,00;0,00;0,00;2.345,00;0,00;0,00;0,00;0,00;0,00;0,00;2.345,00;0,00;0,00;0,00;0,00;0,00;2.345,00
9;902;8;243;11;2079;339039050000000;"33 90 39 05 00 00 00";1064;0,00;0,00;0,00;4.000,00;0,00;0,00;0,00;0,00;0,00;0,00;4.000,00;0,00;0,00;0,00;0,00;0,00;3.500,00;500,00
9;902;8;244;11;2081;339032030200000;"33 90 32 03 02 00 00";1;4.150,85;13.477,20;2.731,20;0,00;967,80;1.335,60;0,00;4.700,25;6.208,60;2.162,40;2.218,00;7.373,40;0,00;4.700,25;6.208,60;2.162,40;2.218,00;7.373,40
9;902;8;244;11;2081;339032990000000;"33 90 32 99 00 00 00";1;0,00;0,00;0,00;0,00;0,00;5.043,87;0,00;0,00;0,00;0,00;0,00;5.043,87;0,00;0,00;0,00;0,00;0,00;5.043,87
9;902;8;244;11;2083;339014140000000;"33 90 14 14 00 00 00";1038;0,00;538,16;0,00;0,00;1.076,32;0,00;0,00;538,16;0,00;0,00;1.076,32;0,00;0,00;538,16;0,00;0,00;1.076,32;0,00
9;902;8;244;11;2083;339030160000000;"33 90 30 16 00 00 00";1038;0,00;119,70;180,00;0,00;0,00;3.453,36;0,00;119,70;180,00;0,00;0,00;3.453,36;0,00;119,70;180,00;0,00;0,00;3.453,36
9;902;8;244;11;2083;339030079900000;"33 90 30 07 99 00 00";1038;0,00;380,30;0,00;0,00;0,00;0,00;0,00;0,00;380,30;0,00;0,00;0,00;0,00;0,00;380,30;0,00;0,00;0,00
9;902;8;244;11;2083;339030210000000;"33 90 30 21 00 00 00";1038;0,00;19,92;0,00;0,00;0,00;0,00;0,00;0,00;19,92;0,00;0,00;0,00;0,00;0,00;19,92;0,00;0,00;0,00
9;902;8;244;11;2083;339030010000000;"33 90 30 01 00 00 00";1038;0,00;431,00;0,00;0,00;0,00;0,00;0,00;129,30;301,70;0,00;0,00;0,00;0,00;129,30;301,70;0,00;0,00;0,00
9;902;8;244;11;2083;339030390000000;"33 90 30 39 00 00 00";1038;545,60;0,00;0,00;0,00;628,00;0,00;545,60;0,00;0,00;0,00;628,00;0,00;0,00;545,60;0,00;0,00;628,00;0,00
9;902;8;244;11;2083;339033010000000;"33 90 33 01 00 00 00";1038;0,00;294,25;0,00;0,00;791,70;0,00;0,00;294,25;0,00;0,00;791,70;0,00;0,00;294,25;0,00;0,00;791,70;0,00
9;902;8;244;11;2083;339039190000000;"33 90 39 19 00 00 00";1038;258,00;0,00;0,00;0,00;80,00;0,00;90,00;56,00;28,00;28,00;108,00;28,00;0,00;146,00;28,00;28,00;108,00;28,00
9;902;8;244;11;2083;339039480000000;"33 90 39 48 00 00 00";1038;0,00;496,00;0,00;0,00;992,00;0,00;0,00;496,00;0,00;0,00;992,00;0,00;0,00;496,00;0,00;0,00;992,00;0,00
9;902;8;244;11;2083;339039050000000;"33 90 39 05 00 00 00";1038;0,00;1.800,00;0,00;0,00;0,00;0,00;0,00;0,00;1.800,00;0,00;0,00;0,00;0,00;0,00;1.800,00;0,00;0,00;0,00
9;902;8;244;11;2083;339039990700000;"33 90 39 99 07 00 00";1038;0,00;954,00;0,00;0,00;0,00;0,00;0,00;0,00;954,00;0,00;0,00;0,00;0,00;0,00;954,00;0,00;0,00;0,00
9;902;8;244;11;2083;449052350000000;"44 90 52 35 00 00 00";1038;0,00;0,00;2.639,50;0,00;0,00;0,00;0,00;0,00;2.639,50;0,00;0,00;0,00;0,00;0,00;0,00;2.639,50;0,00;0,00
9;902;8;244;11;2083;449052330000000;"44 90 52 33 00 00 00";1038;0,00;0,00;890,00;0,00;0,00;0,00;0,00;0,00;890,00;0,00;0,00;0,00;0,00;0,00;0,00;890,00;0,00;0,00
9;902;8;244;11;2083;449052420000000;"44 90 52 42 00 00 00";1038;0,00;0,00;0,00;0,00;0,00;450,00;0,00;0,00;0,00;0,00;0,00;450,00;0,00;0,00;0,00;0,00;0,00;450,00
9;902;8;244;11;2084;339030010000000;"33 90 30 01 00 00 00";1;0,00;0,00;0,00;0,00;0,00;209,20;0,00;0,00;0,00;0,00;0,00;209,20;0,00;0,00;0,00;0,00;0,00;209,20
9;902;8;244;11;2084;339030160000000;"33 90 30 16 00 00 00";1021;0,00;602,50;0,00;1.530,35;1.093,93;58,80;0,00;550,00;42,00;0,00;1.540,85;1.152,73;0,00;550,00;42,00;0,00;1.540,85;1.152,73
9;902;8;244;11;2084;339030230000000;"33 90 30 23 00 00 00";1021;0,00;0,00;0,00;393,75;0,00;0,00;0,00;0,00;0,00;393,75;0,00;0,00;0,00;0,00;0,00;393,75;0,00;0,00
9;902;8;244;11;2084;339030240000000;"33 90 30 24 00 00 00";1021;0,00;0,00;69,00;0,00;0,00;74,50;0,00;0,00;69,00;0,00;0,00;74,50;0,00;0,00;0,00;69,00;0,00;74,50
9;902;8;244;11;2084;339030250000000;"33 90 30 25 00 00 00";1021;0,00;0,00;0,00;0,00;69,22;0,00;0,00;0,00;0,00;0,00;69,22;0,00;0,00;0,00;0,00;0,00;69,22;0,00
9;902;8;244;11;2084;339030010000000;"33 90 30 01 00 00 00";1021;0,00;0,00;0,00;0,00;1.391,60;-15,12;0,00;0,00;0,00;0,00;0,00;1.376,48;0,00;0,00;0,00;0,00;0,00;1.376,48
9;902;8;244;11;2084;339030079900000;"33 90 30 07 99 00 00";1021;0,00;3.118,59;0,00;0,00;0,00;-353,16;0,00;492,93;751,57;181,04;482,64;857,25;0,00;387,63;604,17;433,74;482,64;857,25
9;902;8;244;11;2084;339030160000000;"33 90 30 16 00 00 00";1064;0,00;641,00;50,00;0,00;0,00;0,00;0,00;641,00;0,00;50,00;0,00;0,00;0,00;641,00;0,00;50,00;0,00;0,00
9;902;8;244;11;2084;339030220000000;"33 90 30 22 00 00 00";1064;0,00;3.460,13;0,00;0,00;0,00;0,00;0,00;2.872,93;587,20;0,00;0,00;0,00;0,00;2.872,93;587,20;0,00;0,00;0,00
9;902;8;244;11;2084;339030210000000;"33 90 30 21 00 00 00";1064;0,00;248,00;0,00;0,00;0,00;0,00;0,00;248,00;0,00;0,00;0,00;0,00;0,00;248,00;0,00;0,00;0,00;0,00
9;902;8;244;11;2084;339030079900000;"33 90 30 07 99 00 00";1064;0,00;2.172,81;0,00;0,00;0,00;-297,92;0,00;239,34;354,54;167,38;331,62;782,01;0,00;83,19;372,14;257,43;380,12;782,01
9;902;8;244;11;2084;339030010000000;"33 90 30 01 00 00 00";1103;0,00;517,20;24,00;-1,00;0,00;760,80;0,00;0,00;179,40;360,80;0,00;760,80;0,00;0,00;179,40;360,80;0,00;760,80
9;902;8;244;11;2084;339039050000000;"33 90 39 05 00 00 00";1;0,00;0,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0,00
9;902;8;244;11;2084;339039050000000;"33 90 39 05 00 00 00";1021;0,00;297,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;297,00;0,00;0,00;0,00;0,00;0,00;297,00
9;902;8;244;11;2084;339039410000000;"33 90 39 41 00 00 00";1021;0,00;0,00;0,00;0,00;0,00;442,00;0,00;0,00;0,00;0,00;0,00;442,00;0,00;0,00;0,00;0,00;0,00;442,00
9;902;8;244;11;2084;339039700000000;"33 90 39 70 00 00 00";1064;0,00;0,00;110,00;0,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00;0,00
9;902;8;244;11;2084;339039990700000;"33 90 39 99 07 00 00";1064;0,00;800,00;-60,00;0,00;0,00;0,00;0,00;0,00;740,00;0,00;0,00;0,00;0,00;0,00;740,00;0,00;0,00;0,00
9;902;8;244;11;2084;339039050000000;"33 90 39 05 00 00 00";1064;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;1.500,00;2.000,00;0,00;0,00;0,00;0,00;1.500,00;0,00;2.000,00
9;902;8;244;11;2084;449052280000000;"44 90 52 28 00 00 00";1;0,00;0,00;576,00;0,00;0,00;0,00;0,00;0,00;576,00;0,00;0,00;0,00;0,00;0,00;0,00;576,00;0,00;0,00
9;902;8;244;11;2084;449052120000000;"44 90 52 12 00 00 00";1103;0,00;0,00;795,00;0,00;0,00;446,00;0,00;0,00;427,00;368,00;0,00;446,00;0,00;0,00;427,00;368,00;0,00;446,00
9;902;8;244;11;2084;449052330000000;"44 90 52 33 00 00 00";1103;0,00;0,00;2.504,00;0,00;0,00;0,00;0,00;0,00;1.814,00;690,00;0,00;0,00;0,00;0,00;1.814,00;690,00;0,00;0,00
9;902;8;244;11;2084;449052420000000;"44 90 52 42 00 00 00";1103;0,00;0,00;2.680,00;0,00;0,00;0,00;0,00;0,00;0,00;2.680,00;0,00;0,00;0,00;0,00;0,00;2.680,00;0,00;0,00
9;902;8;244;11;2085;319004999900000;"31 90 04 99 99 00 00";1064;0,00;3.017,80;0,00;0,00;0,00;0,00;0,00;3.017,80;0,00;0,00;0,00;0,00;0,00;3.017,80;0,00;0,00;0,00;0,00
9;902;8;244;11;2085;319011010100000;"31 90 11 01 01 00 00";1064;0,00;3.322,62;3.322,62;0,00;0,00;0,00;0,00;3.322,62;3.322,62;0,00;0,00;0,00;0,00;3.322,62;3.322,62;0,00;0,00;0,00
9;902;8;244;11;2085;319011370000000;"31 90 11 37 00 00 00";1064;0,00;232,58;232,58;0,00;0,00;0,00;0,00;232,58;232,58;0,00;0,00;0,00;0,00;232,58;232,58;0,00;0,00;0,00
9;902;8;244;11;2085;339030010000000;"33 90 30 01 00 00 00";1;0,00;0,00;902,00;1.353,00;0,00;59,34;0,00;0,00;0,00;640,42;1.032,79;641,13;0,00;0,00;0,00;640,42;1.032,79;641,13
9;902;8;244;11;2085;339030390000000;"33 90 30 39 00 00 00";1;0,00;0,00;0,00;71,80;0,00;0,00;0,00;0,00;0,00;0,00;71,80;0,00;0,00;0,00;0,00;0,00;71,80;0,00
9;902;8;244;11;2085;339030230000000;"33 90 30 23 00 00 00";1;0,00;0,00;0,00;968,00;0,00;0,00;0,00;0,00;0,00;0,00;968,00;0,00;0,00;0,00;0,00;0,00;968,00;0,00
9;902;8;244;11;2085;339039780000000;"33 90 39 78 00 00 00";1;0,00;0,00;856,00;0,00;0,00;0,00;0,00;0,00;856,00;0,00;0,00;0,00;0,00;0,00;856,00;0,00;0,00;0,00
9;902;8;244;11;2085;449052240000000;"44 90 52 24 00 00 00";1;0,00;0,00;0,00;0,00;0,00;1.360,00;0,00;0,00;0,00;0,00;0,00;1.360,00;0,00;0,00;0,00;0,00;0,00;1.360,00
9;902;8;244;11;2085;449052360000000;"44 90 52 36 00 00 00";1;0,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;500,00
9;902;8;244;11;2086;339030150000000;"33 90 30 15 00 00 00";1;0,00;0,00;0,00;0,00;0,00;2.600,00;0,00;0,00;0,00;0,00;0,00;2.600,00;0,00;0,00;0,00;0,00;0,00;2.600,00
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;21.703,33;0,00;0,00;0,00;0,00;-369,90;0,00;0,00;5.055,97;5.425,82;5.425,82;5.425,82;0,00;0,00;5.055,97;5.425,82;5.425,82;5.425,82
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1065;10.851,64;0,00;304,51;0,00;0,00;0,00;5.425,82;5.360,48;369,85;0,00;0,00;0,00;5.425,82;5.360,48;369,85;0,00;0,00;0,00
10;1001;20;122;1;2090;319004999900000;"31 90 04 99 99 00 00";1;4.132,80;2.493,46;2.824,08;0,00;0,00;0,00;4.132,80;2.493,46;2.824,08;0,00;0,00;0,00;4.132,80;2.493,46;2.824,08;0,00;0,00;0,00
10;1001;20;122;1;2090;319004150100000;"31 90 04 15 01 00 00";1;867,87;470,10;448,39;0,00;0,00;0,00;867,87;470,10;448,39;0,00;0,00;0,00;413,27;707,73;433,94;231,42;0,00;0,00
10;1001;20;122;1;2090;319011740000000;"31 90 11 74 00 00 00";1;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00
10;1001;20;122;1;2090;319011450000000;"31 90 11 45 00 00 00";1;2.351,04;3.298,11;0,00;1.606,01;0,00;0,00;2.351,04;3.298,11;0,00;1.606,01;0,00;0,00;2.351,04;3.298,11;0,00;1.606,01;0,00;0,00
10;1001;20;122;1;2090;319011010100000;"31 90 11 01 01 00 00";1;34.283,16;29.227,02;32.717,72;35.928,28;35.949,58;35.958,66;34.283,16;29.227,02;32.717,72;35.928,28;35.949,58;35.958,66;34.283,16;29.227,02;32.717,72;35.928,28;35.949,58;35.958,66
10;1001;20;122;1;2090;319011100000000;"31 90 11 10 00 00 00";1;3.664,93;3.685,48;3.685,48;3.685,48;3.685,48;3.728,57;3.664,93;3.685,48;3.685,48;3.685,48;3.685,48;3.728,57;3.664,93;3.685,48;3.685,48;3.685,48;3.685,48;3.728,57
10;1001;20;122;1;2090;319011370000000;"31 90 11 37 00 00 00";1;2.315,77;2.341,80;2.384,59;2.468,16;2.508,45;2.634,75;2.315,77;2.341,80;2.384,59;2.468,16;2.508,45;2.634,75;2.315,77;2.341,80;2.384,59;2.468,16;2.508,45;2.634,75
10;1001;20;122;1;2090;319011430000000;"31 90 11 43 00 00 00";1;0,00;0,00;0,00;0,00;0,00;25.719,81;0,00;0,00;0,00;0,00;0,00;25.719,81;0,00;0,00;0,00;0,00;0,00;25.719,81
10;1001;20;122;1;2090;319011470000000;"31 90 11 47 00 00 00";1;0,00;0,00;0,00;2.908,91;0,00;4.029,38;0,00;0,00;0,00;2.908,91;0,00;4.029,38;0,00;0,00;0,00;2.908,91;0,00;4.029,38
10;1001;20;122;1;2090;319013990100000;"31 90 13 99 01 00 00";1;26,00;160,00;32,20;728,04;184,60;2.597,00;26,00;160,00;32,20;728,04;184,60;2.597,00;0,00;186,00;30,00;712,20;34,64;2.765,00
10;1001;20;122;1;2090;319013020100000;"31 90 13 02 01 00 00";1;2.725,20;1.853,67;2.321,92;2.566,24;2.566,24;3.645,80;2.725,20;1.853,67;2.321,92;2.566,24;2.566,24;3.645,80;1.360,62;2.159,01;2.098,03;2.566,25;2.566,24;4.928,92
10;1001;20;122;1;2090;319016440200000;"31 90 16 44 02 00 00";1;2.534,84;2.123,18;2.168,94;1.328,35;2.098,25;1.818,70;2.534,84;2.123,18;2.168,94;1.328,35;2.098,25;1.818,70;2.534,84;2.123,18;2.168,94;1.328,35;2.098,25;1.818,70
10;1001;20;122;1;2090;319016440100000;"31 90 16 44 01 00 00";1;274,22;21,36;168,99;143,15;0,00;157,05;274,22;21,36;168,99;143,15;0,00;157,05;274,22;21,36;168,99;143,15;0,00;157,05
10;1001;20;122;1;2090;319094010300000;"31 90 94 01 03 00 00";1;387,86;0,00;525,17;0,00;0,00;0,00;387,86;0,00;525,17;0,00;0,00;0,00;387,86;0,00;525,17;0,00;0,00;0,00
10;1001;20;122;1;2090;319113030100000;"31 91 13 03 01 00 00";1;5.220,91;5.123,57;4.857,01;5.253,18;5.265,11;7.684,75;5.220,91;5.123,57;4.857,01;5.253,18;5.265,11;7.684,75;2.648,01;5.022,74;5.125,17;5.113,14;5.282,95;10.212,52
10;1001;20;122;1;2090;339014140000000;"33 90 14 14 00 00 00";1;538,16;0,00;689,33;269,08;538,16;602,87;538,16;0,00;689,33;269,08;538,16;602,87;538,16;0,00;689,33;269,08;538,16;602,87
10;1001;20;122;1;2090;339030240000000;"33 90 30 24 00 00 00";1;32,27;0,00;0,00;86,00;0,00;16,00;32,27;0,00;0,00;0,00;86,00;16,00;0,00;32,27;0,00;0,00;86,00;16,00
10;1001;20;122;1;2090;339030280000000;"33 90 30 28 00 00 00";1;0,00;0,00;826,40;140,80;0,00;-98,80;0,00;0,00;508,80;42,00;0,00;317,60;0,00;0,00;508,80;42,00;0,00;317,60
10;1001;20;122;1;2090;339030390000000;"33 90 30 39 00 00 00";1;0,00;0,00;0,00;268,60;0,00;289,00;0,00;0,00;0,00;268,60;0,00;289,00;0,00;0,00;0,00;268,60;0,00;289,00
10;1001;20;122;1;2090;339030040000000;"33 90 30 04 00 00 00";1;276,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,00;0,00;207,00;0,00;0,00;0,00;69,00;0,00;207,00
10;1001;20;122;1;2090;339030170000000;"33 90 30 17 00 00 00";1;80,00;894,40;0,00;0,00;0,00;0,00;80,00;0,00;0,00;894,40;0,00;0,00;80,00;0,00;0,00;894,40;0,00;0,00
10;1001;20;122;1;2090;339030160000000;"33 90 30 16 00 00 00";1;0,00;457,70;0,00;0,00;0,00;72,00;0,00;107,70;329,00;0,00;0,00;93,00;0,00;107,70;329,00;0,00;0,00;93,00
10;1001;20;122;1;2090;339030079900000;"33 90 30 07 99 00 00";1;19,98;33,00;0,00;0,00;0,00;0,00;0,00;52,98;0,00;0,00;0,00;0,00;0,00;52,98;0,00;0,00;0,00;0,00
10;1001;20;122;1;2090;339030220000000;"33 90 30 22 00 00 00";1;14,99;0,00;0,00;0,00;0,00;0,00;0,00;14,99;0,00;0,00;0,00;0,00;0,00;14,99;0,00;0,00;0,00;0,00
10;1001;20;122;1;2090;339033010000000;"33 90 33 01 00 00 00";1;327,50;0,00;0,00;716,90;0,00;0,00;327,50;0,00;0,00;716,90;0,00;0,00;327,50;0,00;0,00;716,90;0,00;0,00
10;1001;20;122;1;2090;339039440000000;"33 90 39 44 00 00 00";1;792,00;0,00;0,00;0,00;0,00;125,75;60,49;238,83;161,58;177,60;114,66;164,59;60,49;238,83;161,58;177,60;114,66;164,59
10;1001;20;122;1;2090;339039580200000;"33 90 39 58 02 00 00";1;3.041,64;0,00;0,00;0,00;0,00;0,00;506,94;506,94;506,94;506,94;506,94;506,94;506,94;506,94;506,94;506,94;506,94;506,94
10;1001;20;122;1;2090;339039690000000;"33 90 39 69 00 00 00";1;0,00;93,03;0,00;1.500,00;0,00;0,00;0,00;93,03;0,00;0,00;1.500,00;0,00;0,00;93,03;0,00;0,00;1.500,00;0,00
10;1001;20;122;1;2090;339039480000000;"33 90 39 48 00 00 00";1;496,00;0,00;0,00;873,00;0,00;0,00;0,00;496,00;0,00;0,00;873,00;0,00;0,00;496,00;0,00;0,00;873,00;0,00
10;1001;20;122;1;2090;339039780000000;"33 90 39 78 00 00 00";1;0,00;0,00;1.360,00;0,00;0,00;0,00;0,00;0,00;1.360,00;0,00;0,00;0,00;0,00;0,00;1.360,00;0,00;0,00;0,00
10;1001;20;122;1;2090;339039630000000;"33 90 39 63 00 00 00";1;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00
10;1001;20;122;1;2090;339039170000000;"33 90 39 17 00 00 00";1;0,00;0,00;0,00;76,20;0,00;0,00;0,00;0,00;0,00;76,20;0,00;0,00;0,00;0,00;0,00;76,20;0,00;0,00
10;1001;20;122;1;2090;339039050000000;"33 90 39 05 00 00 00";1;0,00;0,00;564,50;0,00;0,00;0,00;0,00;0,00;564,50;0,00;0,00;0,00;0,00;0,00;564,50;0,00;0,00;0,00
10;1001;20;122;1;2090;339039190000000;"33 90 39 19 00 00 00";1;0,00;0,00;0,00;135,00;0,00;700,00;0,00;0,00;0,00;135,00;0,00;700,00;0,00;0,00;0,00;135,00;0,00;700,00
10;1001;20;122;1;2090;339046010000000;"33 90 46 01 00 00 00";1;4.817,40;4.057,20;4.609,50;4.107,60;4.859,40;4.720,80;4.817,40;4.057,20;4.609,50;4.107,60;4.859,40;4.720,80;2.484,30;4.216,80;4.384,80;4.357,50;4.584,30;7.144,20
10;1002;20;606;4;2091;339014140000000;"33 90 14 14 00 00 00";1;0,00;0,00;0,00;538,16;0,00;0,00;0,00;0,00;0,00;538,16;0,00;0,00;0,00;0,00;0,00;538,16;0,00;0,00
10;1002;20;606;4;2091;339030079900000;"33 90 30 07 99 00 00";1;0,00;0,00;0,00;0,00;0,00;297,14;0,00;0,00;0,00;0,00;0,00;297,14;0,00;0,00;0,00;0,00;0,00;297,14
10;1002;20;606;4;2091;339030210000000;"33 90 30 21 00 00 00";1;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00
10;1002;20;606;4;2091;339039990700000;"33 90 39 99 07 00 00";1;0,00;295,00;0,00;0,00;0,00;0,00;0,00;295,00;0,00;0,00;0,00;0,00;0,00;295,00;0,00;0,00;0,00;0,00
10;1002;20;607;4;2092;449052400000000;"44 90 52 40 00 00 00";1202;0,00;3.999,00;1,00;0,00;0,00;0,00;0,00;0,00;4.000,00;0,00;0,00;0,00;0,00;0,00;4.000,00;0,00;0,00;0,00
10;1002;20;608;4;2093;339030240000000;"33 90 30 24 00 00 00";1;0,00;0,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;56,00;0,00;0,00;0,00;0,00;0,00;56,00;0,00;0,00
10;1002;20;608;4;2093;339030280000000;"33 90 30 28 00 00 00";1;0,00;558,66;232,66;0,00;0,00;0,00;0,00;0,00;0,00;558,66;0,00;232,66;0,00;0,00;0,00;558,66;0,00;232,66
10;1002;20;608;4;2093;339039790000000;"33 90 39 79 00 00 00";1;0,00;0,00;0,00;0,00;0,00;1.100,00;0,00;0,00;0,00;0,00;0,00;1.100,00;0,00;0,00;0,00;0,00;0,00;1.100,00
10;1002;20;608;4;2093;339039050000000;"33 90 39 05 00 00 00";1;1.200,00;0,00;0,00;0,00;0,00;0,00;0,00;1.200,00;0,00;0,00;0,00;0,00;0,00;1.200,00;0,00;0,00;0,00;0,00
10;1002;20;608;4;2094;339030990100000;"33 90 30 99 01 00 00";1;11.494,95;7.980,39;40,00;55,84;2.940,74;-7.686,09;0,00;3.520,60;4.274,76;1.175,34;1.689,00;4.166,13;0,00;3.520,60;4.274,76;1.175,34;674,00;5.181,13
10;1002;20;608;4;2094;339030160000000;"33 90 30 16 00 00 00";1;35,00;0,00;0,00;0,00;0,00;0,00;23,00;12,00;0,00;0,00;0,00;0,00;23,00;12,00;0,00;0,00;0,00;0,00
10;1002;20;608;4;2094;339030280000000;"33 90 30 28 00 00 00";1;51,00;11,73;34,00;0,00;14,00;25,00;0,00;51,00;11,73;34,00;0,00;39,00;0,00;51,00;11,73;34,00;0,00;39,00
10;1002;20;608;4;2094;339030010000000;"33 90 30 01 00 00 00";1;29.790,00;0,00;-1.949,47;4.894,00;20.405,00;-1.605,50;1.224,93;15.144,78;8.131,44;969,65;3.752,43;22.310,80;1.224,93;15.144,78;8.131,44;969,65;3.752,43;22.310,80
10;1002;20;608;4;2094;339030190000000;"33 90 30 19 00 00 00";1;0,00;66,00;0,00;0,00;225,00;0,00;0,00;0,00;66,00;0,00;225,00;0,00;0,00;0,00;66,00;0,00;225,00;0,00
10;1002;20;608;4;2094;339030240000000;"33 90 30 24 00 00 00";1;0,00;78,00;0,00;0,00;0,00;0,00;0,00;0,00;78,00;0,00;0,00;0,00;0,00;0,00;78,00;0,00;0,00;0,00
10;1002;20;608;4;2094;339039790000000;"33 90 39 79 00 00 00";1;67.080,00;0,00;0,00;0,00;-2.000,00;-270,16;5.400,82;16.202,46;5.400,82;10.801,64;10.801,64;16.202,46;5.400,82;10.801,64;10.801,64;10.801,64;10.801,64;16.202,46
10;1002;20;608;4;2094;339039170000000;"33 90 39 17 00 00 00";1;1.724,00;0,00;26,00;0,00;2.143,00;-269,00;8,00;618,00;568,00;512,00;468,00;1.450,00;8,00;618,00;568,00;512,00;468,00;1.450,00
10;1002;20;608;4;2094;339039190000000;"33 90 39 19 00 00 00";1;420,00;0,00;0,00;0,00;0,00;-168,00;0,00;84,00;0,00;28,00;56,00;84,00;0,00;84,00;0,00;28,00;56,00;84,00
10;1002;20;608;4;2095;339032990000000;"33 90 32 99 00 00 00";1;0,00;0,00;0,00;99.471,18;0,00;0,00;0,00;0,00;0,00;0,00;99.471,18;0,00;0,00;0,00;0,00;0,00;99.471,18;0,00
10;1002;20;608;4;2095;339039050000000;"33 90 39 05 00 00 00";1;0,00;0,00;0,00;1.548,00;0,00;0,00;0,00;0,00;0,00;1.548,00;0,00;0,00;0,00;0,00;0,00;1.548,00;0,00;0,00
10;1002;20;608;4;2097;339032010000000;"33 90 32 01 00 00 00";1;19.994,00;0,00;0,00;0,00;0,00;-585,00;1.872,00;3.627,00;3.172,00;3.744,00;4.589,00;2.405,00;0,00;5.499,00;3.172,00;3.744,00;4.589,00;2.405,00
10;1002;20;608;4;2098;339030190000000;"33 90 30 19 00 00 00";1;28,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00
10;1002;20;608;4;2098;339030160000000;"33 90 30 16 00 00 00";1;14,00;0,00;56,25;0,00;0,00;0,00;14,00;0,00;0,00;56,25;0,00;0,00;14,00;0,00;0,00;56,25;0,00;0,00
10;1002;20;608;4;2098;339030990100000;"33 90 30 99 01 00 00";1;5.024,33;1.730,34;1.856,73;1.907,71;1.877,77;7.720,26;5.024,33;154,11;2.742,96;1.907,16;2.568,32;7.720,26;3.806,83;1.371,61;2.742,96;1.907,16;2.271,32;8.017,26
10;1002;20;608;4;2098;339030010000000;"33 90 30 01 00 00 00";1;0,00;0,00;12.931,50;15.585,00;5.310,00;22,26;0,00;0,00;7.054,75;8.030,54;12.463,86;6.299,61;0,00;0,00;7.054,75;8.030,54;12.463,86;6.299,61
10;1002;20;608;4;2098;339030390000000;"33 90 30 39 00 00 00";1;0,00;0,00;0,00;153,00;0,00;0,00;0,00;0,00;0,00;153,00;0,00;0,00;0,00;0,00;0,00;153,00;0,00;0,00
10;1002;20;608;4;2098;339030280000000;"33 90 30 28 00 00 00";1;0,00;0,00;40,00;109,00;0,00;0,00;0,00;0,00;40,00;53,00;56,00;0,00;0,00;0,00;40,00;53,00;56,00;0,00
