orgao;uniorcam;funcao;subfuncao;programa;projativ;elemento;elemento_f;rv;dot_inicial;atualiz_monet;cred_suplem;cred_especial;cred_extraord;reducoes;suplem_rv;reduc_rv;empenhado;liquidado;pago;limitado;recomposto;prev_ate_termino
5;502;12;361;2;2018;339036;"33 90 36";20;500,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;1.900,00;1.900,00;1.900,00;0,00;0,00;2.000,00
5;502;12;361;2;2018;339039;"33 90 39";20;10.000,00;0,00;50.660,00;0,00;0,00;0,00;0,00;0,00;60.624,65;34.736,15;31.134,57;0,00;0,00;60.660,00
5;502;12;361;2;2018;339040;"33 90 40";20;2.000,00;0,00;5.550,00;0,00;0,00;0,00;0,00;0,00;7.506,12;7.482,06;7.482,06;0,00;0,00;7.550,00
5;502;12;361;2;2018;339339;"33 93 39";20;25.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.880,00;18.854,03;18.854,03;0,00;0,00;25.000,00
5;502;12;361;2;2018;449052;"44 90 52";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;502;12;361;2;2019;319004;"31 90 04";31;0,00;0,00;0,00;20.000,00;0,00;3.000,00;0,00;0,00;6.496,85;6.496,85;6.496,85;0,00;0,00;17.000,00
5;502;12;361;2;2019;319011;"31 90 11";20;39.563,23;0,00;0,00;0,00;0,00;12.000,00;0,00;0,00;20.348,69;20.348,69;20.348,69;0,00;0,00;27.563,23
5;502;12;361;2;2019;319011;"31 90 11";31;1.960.436,77;0,00;0,00;0,00;0,00;574.000,00;0,00;0,00;1.074.207,37;1.074.207,37;1.074.207,37;0,00;0,00;1.386.436,77
5;502;12;361;2;2019;319013;"31 90 13";20;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.901,17;5.901,17;5.338,18;0,00;0,00;8.000,00
5;502;12;361;2;2019;319016;"31 90 16";20;500,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;2.169,87;2.169,87;2.169,87;0,00;0,00;2.500,00
5;502;12;361;2;2019;319094;"31 90 94";31;500,00;0,00;4.000,00;0,00;0,00;0,00;0,00;0,00;4.163,88;4.163,88;4.163,88;0,00;0,00;4.500,00
5;502;12;361;2;2019;319113;"31 91 13";20;273.600,00;0,00;0,00;0,00;0,00;75.000,00;0,00;0,00;148.959,36;148.959,36;135.055,85;0,00;0,00;198.600,00
5;502;12;361;2;2019;339030;"33 90 30";20;30.000,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;34.435,06;29.495,11;29.495,11;0,00;0,00;36.000,00
5;502;12;361;2;2019;339030;"33 90 30";1036;0,00;0,00;420,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;0,00;0,00;0,00;420,00
5;502;12;361;2;2019;339036;"33 90 36";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;502;12;361;2;2019;339039;"33 90 39";20;45.000,00;0,00;5.000,00;0,00;0,00;22.970,00;0,00;0,00;26.531,40;18.843,40;18.843,40;0,00;0,00;27.030,00
5;502;12;361;2;2019;339040;"33 90 40";20;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.000,00
5;502;12;361;2;2019;449052;"44 90 52";20;1.900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.685,13;440,00;440,00;0,00;0,00;1.900,00
5;502;12;361;2;2020;319011;"31 90 11";1;80.900,00;0,00;0,00;0,00;0,00;29.500,00;0,00;0,00;35.963,51;35.963,51;35.963,51;0,00;0,00;51.400,00
5;502;12;361;2;2020;319016;"31 90 16";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;147,11;147,11;147,11;0,00;0,00;500,00
5;502;12;361;2;2020;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;502;12;361;2;2020;319113;"31 91 13";1;14.850,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;5.686,50;5.686,50;4.942,44;0,00;0,00;9.850,00
5;502;12;361;2;2020;339030;"33 90 30";1;60.000,00;0,00;40.010,00;0,00;0,00;13.000,00;0,00;0,00;82.551,02;42.908,18;42.908,18;0,00;0,00;87.010,00
5;502;12;361;2;2020;339030;"33 90 30";1001;24.984,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24.983,82;22.571,69;22.571,69;0,00;0,00;24.984,00
5;502;12;361;2;2020;339030;"33 90 30";1059;0,00;0,00;1.792,00;0,00;0,00;0,00;0,00;0,00;1.254,40;1.254,40;1.254,40;0,00;0,00;1.792,00
5;502;12;361;2;2020;339036;"33 90 36";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;502;12;361;2;2020;339039;"33 90 39";1;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;472,00;472,00;472,00;0,00;0,00;3.000,00
5;502;12;361;2;2020;449052;"44 90 52";1;500,00;0,00;8.730,00;0,00;0,00;6.730,00;0,00;0,00;2.405,00;650,00;650,00;0,00;0,00;2.500,00
5;502;12;365;2;1061;449051;"44 90 51";31;0,00;0,00;0,00;40.914,78;0,00;0,00;0,00;0,00;40.914,78;40.914,78;40.914,78;0,00;0,00;40.914,78
5;502;12;365;2;1121;449030;"44 90 30";20;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;502;12;365;2;1121;449039;"44 90 39";20;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;502;12;365;2;1121;449051;"44 90 51";20;10.000,00;0,00;0,00;0,00;0,00;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.000,00
5;502;12;365;2;2021;319011;"31 90 11";1;48.060,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;49.394,63;49.394,63;49.394,63;0,00;0,00;58.060,00
5;502;12;365;2;2021;319016;"31 90 16";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;217,44;217,44;217,44;0,00;0,00;500,00
5;502;12;365;2;2021;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;502;12;365;2;2021;319113;"31 91 13";1;6.595,00;0,00;2.920,00;0,00;0,00;0,00;0,00;0,00;6.757,21;6.757,21;6.025,82;0,00;0,00;9.515,00
5;502;12;365;2;2021;339030;"33 90 30";1;50.000,00;0,00;17.490,00;0,00;0,00;3.600,00;0,00;0,00;63.410,30;36.662,72;36.662,72;0,00;0,00;63.890,00
5;502;12;365;2;2021;339030;"33 90 30";1031;22.560,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.416,27;18.120,26;18.120,26;0,00;0,00;22.560,00
5;502;12;365;2;2021;339030;"33 90 30";1033;13.440,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.434,35;10.684,80;10.684,80;0,00;0,00;13.440,00
5;502;12;365;2;2021;339030;"33 90 30";1071;0,00;0,00;954,00;0,00;0,00;0,00;0,00;0,00;667,80;667,80;667,80;0,00;0,00;954,00
5;502;12;365;2;2021;339036;"33 90 36";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;502;12;365;2;2021;339039;"33 90 39";1;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;413,00;413,00;413,00;0,00;0,00;3.000,00
5;502;12;365;2;2021;449052;"44 90 52";1;500,00;0,00;12.145,00;0,00;0,00;6.230,00;0,00;0,00;6.383,00;2.538,00;2.538,00;0,00;0,00;6.415,00
5;502;12;365;2;2022;319011;"31 90 11";20;245.560,00;0,00;67.000,00;0,00;0,00;0,00;0,00;0,00;309.422,24;309.422,24;309.422,24;0,00;0,00;312.560,00
5;502;12;365;2;2022;319016;"31 90 16";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;254,88;254,88;254,88;0,00;0,00;500,00
5;502;12;365;2;2022;319094;"31 90 94";20;500,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;2.239,82;2.239,82;2.239,82;0,00;0,00;4.000,00
5;502;12;365;2;2022;319113;"31 91 13";20;34.455,00;0,00;21.600,00;0,00;0,00;0,00;0,00;0,00;41.807,91;41.807,91;37.270,45;0,00;0,00;56.055,00
5;502;12;365;2;2022;339030;"33 90 30";20;9.000,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;9.032,29;8.846,50;8.846,50;0,00;0,00;10.000,00
5;502;12;365;2;2022;339036;"33 90 36";20;2.000,00;0,00;0,00;0,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;502;12;365;2;2022;339039;"33 90 39";20;8.000,00;0,00;22.200,00;0,00;0,00;0,00;0,00;0,00;29.762,01;21.601,36;19.650,09;0,00;0,00;30.200,00
5;502;12;365;2;2022;339040;"33 90 40";20;2.000,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;2.120,67;1.810,67;1.810,67;0,00;0,00;2.200,00
5;502;12;365;2;2022;449052;"44 90 52";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;502;12;365;2;2023;319004;"31 90 04";31;0,00;0,00;0,00;90.000,00;0,00;32.600,00;0,00;0,00;36.827,18;36.827,18;35.798,14;0,00;0,00;57.400,00
5;502;12;365;2;2023;319011;"31 90 11";31;700.000,00;0,00;0,00;0,00;0,00;49.000,00;0,00;0,00;569.893,67;569.893,67;569.893,67;0,00;0,00;651.000,00
5;502;12;365;2;2023;319016;"31 90 16";20;500,00;0,00;7.000,00;0,00;0,00;0,00;0,00;0,00;6.503,13;6.503,13;6.503,13;0,00;0,00;7.500,00
5;502;12;365;2;2023;319094;"31 90 94";20;500,00;0,00;19.000,00;0,00;0,00;0,00;0,00;0,00;18.704,93;18.704,93;18.704,93;0,00;0,00;19.500,00
5;502;12;365;2;2023;319113;"31 91 13";20;95.760,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78.517,53;78.517,53;70.164,02;0,00;0,00;95.760,00
5;502;12;365;2;2023;339030;"33 90 30";20;40.000,00;0,00;5.250,00;0,00;0,00;0,00;0,00;0,00;45.213,93;31.758,07;31.758,07;0,00;0,00;45.250,00
5;502;12;365;2;2023;339036;"33 90 36";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;502;12;365;2;2023;339039;"33 90 39";20;12.000,00;0,00;5.000,00;0,00;0,00;1.500,00;0,00;0,00;15.163,80;13.339,30;13.339,30;0,00;0,00;15.500,00
5;502;12;365;2;2023;339040;"33 90 40";20;2.000,00;0,00;2.500,00;0,00;0,00;0,00;0,00;0,00;3.500,00;1.820,19;1.820,19;0,00;0,00;4.500,00
5;502;12;365;2;2023;449052;"44 90 52";20;500,00;0,00;14.230,00;0,00;0,00;0,00;0,00;0,00;14.430,90;12.910,00;12.910,00;0,00;0,00;14.730,00
5;502;12;365;2;2023;449052;"44 90 52";1014;0,00;0,00;20.500,00;0,00;0,00;0,00;0,00;0,00;19.171,10;16.685,00;16.685,00;0,00;0,00;20.500,00
5;502;12;367;2;2024;335043;"33 50 43";20;156.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;156.000,00;130.000,00;130.000,00;0,00;0,00;156.000,00
5;503;13;392;3;30;335041;"33 50 41";1;12.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.000,00;8.000,00;8.000,00;0,00;0,00;12.000,00
5;503;13;392;3;1025;339030;"33 90 30";1;15.000,00;0,00;0,00;0,00;0,00;15.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;503;13;392;3;1025;339039;"33 90 39";1;15.000,00;0,00;0,00;0,00;0,00;15.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;503;13;392;3;2025;335041;"33 50 41";1;0,00;0,00;0,00;17.000,00;0,00;0,00;0,00;0,00;17.000,00;10.200,00;10.200,00;0,00;0,00;17.000,00
5;503;13;392;3;2025;339030;"33 90 30";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;503;13;392;3;2025;339031;"33 90 31";1;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00
5;503;13;392;3;2025;339032;"33 90 32";1;1.500,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;503;13;392;3;2025;339039;"33 90 39";1;2.500,00;0,00;9.000,00;0,00;0,00;0,00;0,00;0,00;11.100,00;10.500,00;10.500,00;0,00;0,00;11.500,00
5;503;13;392;3;2026;319004;"31 90 04";1;0,00;0,00;0,00;41.000,00;0,00;20.000,00;0,00;0,00;10.145,06;10.145,06;9.488,08;0,00;0,00;21.000,00
5;503;13;392;3;2026;319011;"31 90 11";1;47.270,00;0,00;0,00;0,00;0,00;36.000,00;0,00;0,00;10.326,04;10.326,04;10.326,04;0,00;0,00;11.270,00
5;503;13;392;3;2026;319016;"31 90 16";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;503;13;392;3;2026;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;503;13;392;3;2026;319113;"31 91 13";1;6.465,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;1.412,61;1.412,61;1.412,61;0,00;0,00;1.465,00
5;503;13;392;3;2026;339030;"33 90 30";1;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;240,33;20,33;20,33;0,00;0,00;2.000,00
5;503;13;392;3;2026;339036;"33 90 36";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;503;13;392;3;2026;339039;"33 90 39";1;4.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;840,00;406,27;374,38;0,00;0,00;4.000,00
5;503;13;392;3;2026;339040;"33 90 40";1;765,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;765,00
5;503;13;392;3;2027;339030;"33 90 30";1;10.000,00;0,00;4.000,00;0,00;0,00;0,00;0,00;0,00;13.737,50;11.547,50;11.547,50;0,00;0,00;14.000,00
5;503;13;392;3;2027;339039;"33 90 39";1;11.147,41;0,00;17.000,00;0,00;0,00;0,00;0,00;0,00;22.780,00;20.490,00;20.490,00;0,00;0,00;28.147,41
5;503;13;392;3;2114;339032;"33 90 32";1;0,00;0,00;0,00;14.000,00;0,00;360,00;0,00;0,00;13.640,00;13.640,00;13.640,00;0,00;0,00;13.640,00
5;503;27;181;3;1117;449030;"44 90 30";1;5.000,00;0,00;0,00;0,00;0,00;2.920,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.080,00
5;503;27;181;3;1117;449039;"44 90 39";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;503;27;181;3;1117;449052;"44 90 52";1;10.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;503;27;812;3;2029;339030;"33 90 30";1;10.000,00;0,00;0,00;0,00;0,00;5.100,00;0,00;0,00;3.235,00;1.635,00;1.635,00;0,00;0,00;4.900,00
5;503;27;812;3;2029;339039;"33 90 39";1;15.000,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;19.840,24;9.748,61;8.815,86;0,00;0,00;20.000,00
5;503;27;812;3;2030;339030;"33 90 30";1;2.000,00;0,00;6.900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.900,00
5;503;27;812;3;2030;339031;"33 90 31";1;2.000,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;4.110,00;3.546,00;3.546,00;0,00;0,00;12.000,00
5;503;27;812;3;2030;339039;"33 90 39";1;10.000,00;0,00;10.400,00;0,00;0,00;0,00;0,00;0,00;19.800,00;19.800,00;19.800,00;0,00;0,00;20.400,00
5;504;12;782;2;1027;449052;"44 90 52";20;50.000,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;504;12;782;2;1027;449052;"44 90 52";31;0,00;0,00;280.000,00;0,00;0,00;4.200,00;0,00;0,00;275.800,00;275.800,00;275.800,00;0,00;0,00;275.800,00
5;504;12;782;2;2031;319011;"31 90 11";20;284.000,00;0,00;0,00;0,00;0,00;25.000,00;0,00;0,00;198.715,20;198.715,20;198.715,20;0,00;0,00;259.000,00
5;504;12;782;2;2031;319016;"31 90 16";20;13.000,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;13.679,27;13.679,27;13.679,27;0,00;0,00;14.000,00
5;504;12;782;2;2031;319094;"31 90 94";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;504;12;782;2;2031;319113;"31 91 13";20;36.710,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29.503,67;29.503,67;26.584,77;0,00;0,00;36.710,00
5;504;12;782;2;2031;339014;"33 90 14";20;500,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;669,12;669,12;585,48;0,00;0,00;1.000,00
5;504;12;782;2;2031;339030;"33 90 30";20;50.000,00;0,00;30.000,00;0,00;0,00;0,00;0,00;0,00;79.297,63;69.491,56;69.491,56;0,00;0,00;80.000,00
5;504;12;782;2;2031;339030;"33 90 30";31;0,00;0,00;140.000,00;0,00;0,00;0,00;0,00;0,00;132.694,72;91.636,10;91.636,10;0,00;0,00;140.000,00
5;504;12;782;2;2031;339030;"33 90 30";1014;115.000,00;0,00;0,00;0,00;0,00;17.000,00;0,00;0,00;97.203,11;96.941,81;96.941,81;0,00;0,00;98.000,00
5;504;12;782;2;2031;339030;"33 90 30";1017;0,00;0,00;59.800,00;0,00;0,00;0,00;0,00;0,00;58.290,56;51.815,96;51.815,96;0,00;0,00;59.800,00
5;504;12;782;2;2031;339036;"33 90 36";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;504;12;782;2;2031;339039;"33 90 39";20;114.883,16;0,00;25.100,00;0,00;0,00;14.000,00;0,00;0,00;123.924,63;99.265,85;99.202,51;0,00;0,00;125.983,16
5;504;12;782;2;2031;339039;"33 90 39";31;0,00;0,00;34.200,00;0,00;0,00;0,00;0,00;0,00;25.595,74;18.586,64;18.586,64;0,00;0,00;34.200,00
5;504;12;782;2;2031;339039;"33 90 39";1014;115.766,90;0,00;0,00;0,00;0,00;3.500,00;0,00;0,00;103.309,92;63.461,54;63.461,54;0,00;0,00;112.266,90
5;504;12;782;2;2031;339039;"33 90 39";1016;41.620,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35.562,60;31.920,10;31.920,10;0,00;0,00;41.620,80
5;504;12;782;2;2031;339039;"33 90 39";1017;299.019,14;0,00;0,00;0,00;0,00;59.800,00;0,00;0,00;239.163,45;180.052,93;180.052,93;0,00;0,00;239.219,14
5;504;12;782;2;2031;339093;"33 90 93";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
6;601;26;122;1;2032;319011;"31 90 11";1;382.700,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;316.202,39;316.202,39;316.202,39;0,00;0,00;382.700,00
6;601;26;122;1;2032;319013;"31 90 13";1;25.950,00;0,00;0,00;0,00;0,00;4.600,00;0,00;0,00;15.628,86;15.628,86;14.299,99;0,00;0,00;21.350,00
6;601;26;122;1;2032;319016;"31 90 16";1;38.700,00;0,00;7.000,00;0,00;0,00;0,00;0,00;0,00;43.898,41;43.898,41;43.898,41;0,00;0,00;45.700,00
6;601;26;122;1;2032;319094;"31 90 94";1;500,00;0,00;700,00;0,00;0,00;0,00;0,00;0,00;722,99;722,99;722,99;0,00;0,00;1.200,00
6;601;26;122;1;2032;319113;"31 91 13";1;38.240,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34.716,42;34.716,42;31.007,38;0,00;0,00;38.240,00
6;601;26;122;1;2032;339014;"33 90 14";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
6;601;26;122;1;2032;339030;"33 90 30";1;12.000,00;0,00;0,00;0,00;0,00;2.200,00;0,00;0,00;3.450,40;2.996,80;2.996,80;0,00;0,00;9.800,00
6;601;26;122;1;2032;339036;"33 90 36";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,40;15,40;15,40;0,00;0,00;500,00
6;601;26;122;1;2032;339039;"33 90 39";1;27.000,00;0,00;0,00;0,00;0,00;700,00;0,00;0,00;25.677,87;20.479,43;18.734,94;0,00;0,00;26.300,00
6;601;26;122;1;2032;339040;"33 90 40";1;3.000,00;0,00;10.850,00;0,00;0,00;0,00;0,00;0,00;9.895,18;6.647,27;6.647,27;0,00;0,00;13.850,00
6;601;26;122;1;2032;449052;"44 90 52";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
6;601;26;331;1;25;339046;"33 90 46";1;41.815,00;0,00;18.000,00;0,00;0,00;0,00;0,00;0,00;46.452,36;46.452,36;40.352,36;0,00;0,00;59.815,00
6;601;26;782;17;1029;449030;"44 90 30";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;601;26;782;17;1029;449039;"44 90 39";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;601;26;782;17;1029;449051;"44 90 51";1;20.000,00;0,00;0,00;0,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;14;422;11;1031;339030;"33 90 30";1;20.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00
6;602;14;422;11;1031;339039;"33 90 39";1;20.000,00;0,00;0,00;0,00;0,00;16.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.000,00
6;602;15;451;17;1059;339039;"33 90 39";1;50.000,00;0,00;0,00;0,00;0,00;46.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.000,00
6;602;17;512;12;1032;449030;"44 90 30";1;2.500,00;0,00;0,00;0,00;0,00;2.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;17;512;12;1032;449039;"44 90 39";1;2.500,00;0,00;0,00;0,00;0,00;2.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;17;512;12;1032;449051;"44 90 51";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;17;512;12;1033;449030;"44 90 30";1;10.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;17;512;12;1033;449039;"44 90 39";1;10.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;17;512;12;1033;449051;"44 90 51";1;10.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;17;512;12;2033;339030;"33 90 30";1;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.000,00
6;602;17;512;12;2033;339039;"33 90 39";1;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00
6;602;17;512;12;2033;449052;"44 90 52";1;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00
6;602;22;662;4;2034;339030;"33 90 30";1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;22;662;4;2034;339039;"33 90 39";1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;26;122;1;1116;339030;"33 90 30";1;20.000,00;0,00;0,00;0,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;26;122;1;1116;339039;"33 90 39";1;20.000,00;0,00;0,00;0,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;602;26;782;17;1034;449052;"44 90 52";1;20.000,00;0,00;321.000,00;0,00;0,00;127.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;213.500,00
6;602;26;782;17;1035;449051;"44 90 51";1;40.000,00;0,00;0,00;0,00;0,00;29.300,00;0,00;0,00;8.374,62;0,00;0,00;0,00;0,00;10.700,00
6;602;26;782;17;1035;449051;"44 90 51";1203;0,00;0,00;245.850,00;0,00;0,00;0,00;0,00;0,00;200.990,97;0,00;0,00;0,00;0,00;245.850,00
6;602;26;782;17;1036;449051;"44 90 51";1;40.000,00;0,00;0,00;0,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20.000,00
6;602;26;782;17;1038;449052;"44 90 52";1;20.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00
6;602;26;782;17;1078;339030;"33 90 30";1;50.000,00;0,00;130.000,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;158.000,00
6;602;26;782;17;1078;339039;"33 90 39";1;50.000,00;0,00;130.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;180.000,00
6;602;26;782;17;1115;449051;"44 90 51";1;50.000,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;603;26;782;17;1141;449051;"44 90 51";1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;603;26;782;17;1313;449051;"44 90 51";1;15.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.457,07;0,00;0,00;0,00;0,00;15.500,00
6;603;26;782;17;1315;449051;"44 90 51";1;15.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.457,07;0,00;0,00;0,00;0,00;15.500,00
6;603;26;782;17;1320;449051;"44 90 51";1;15.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.500,00
6;603;26;782;17;2036;339030;"33 90 30";1;6.000,00;0,00;36.000,00;0,00;0,00;0,00;0,00;0,00;38.832,50;28.418,50;28.352,50;0,00;0,00;42.000,00
6;603;26;782;17;2036;339039;"33 90 39";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;603;26;782;17;2037;339030;"33 90 30";1;3.000,00;0,00;0,00;0,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
6;603;26;782;17;2037;339039;"33 90 39";1;2.000,00;0,00;0,00;0,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
